Trigger timestamp	Date	Time	Filename	GPS Timestamp date	GPS Timestamp time	FIX	Longitude	E/W	Latitude	N/S	Altitude	Satellites locked	Compass variation	Speed over ground [m/s]	Track course	Compass heading 	
1500395698058533	18/07/2017	16:34:58.058	20170718163458058_01-00061.raw	18/07/2017	16:34:57.799	3D	2.8347669600	W	55.8905786770	N	168.812	12	0.000	0.017	213.603	0.000	
1500395699058985	18/07/2017	16:34:59.058	20170718163459058_01-00062.raw	18/07/2017	16:34:59.000	3D	2.8347654428	W	55.8905804134	N	168.911	12	0.000	0.014	357.959	0.000	
1500395700058553	18/07/2017	16:35:00.058	20170718163500058_01-00063.raw	18/07/2017	16:34:59.799	3D	2.8347645720	W	55.8905819072	N	168.955	12	0.000	0.030	357.207	0.000	
1500395701058561	18/07/2017	16:35:01.058	20170718163501058_01-00064.raw	18/07/2017	16:35:01.000	3D	2.8347639967	W	55.8905831204	N	169.009	12	0.000	0.024	333.207	0.000	
1500395702058571	18/07/2017	16:35:02.058	20170718163502058_01-00065.raw	18/07/2017	16:35:01.799	3D	2.8347643871	W	55.8905837815	N	168.959	12	0.000	0.008	176.578	0.000	
1500395703058580	18/07/2017	16:35:03.058	20170718163503058_01-00066.raw	18/07/2017	16:35:03.000	3D	2.8347646337	W	55.8905845948	N	168.897	12	0.000	0.012	238.933	0.000	
1500395704058590	18/07/2017	16:35:04.058	20170718163504058_01-00067.raw	18/07/2017	16:35:03.799	3D	2.8347651283	W	55.8905848834	N	168.912	12	0.000	0.000	0.000	0.000	
1500395705058609	18/07/2017	16:35:05.058	20170718163505058_01-00068.raw	18/07/2017	16:35:05.000	3D	2.8347659581	W	55.8905856657	N	168.974	12	0.000	0.013	227.565	0.000	
1500395706058609	18/07/2017	16:35:06.058	20170718163506058_01-00069.raw	18/07/2017	16:35:05.799	3D	2.8347659739	W	55.8905861668	N	169.020	12	0.000	0.008	176.578	0.000	
1500395707058618	18/07/2017	16:35:07.058	20170718163507058_01-00070.raw	18/07/2017	16:35:07.000	3D	2.8347661414	W	55.8905866907	N	169.090	12	0.000	0.013	227.565	0.000	
1500395708058626	18/07/2017	16:35:08.058	20170718163508058_01-00071.raw	18/07/2017	16:35:07.799	3D	2.8347661414	W	55.8905869929	N	169.139	12	0.000	0.032	159.078	0.000	
1500395709058638	18/07/2017	16:35:09.058	20170718163509058_01-00072.raw	18/07/2017	16:35:09.000	3D	2.8347653749	W	55.8905877113	N	169.182	12	0.000	0.008	356.578	0.000	
1500395710058649	18/07/2017	16:35:10.058	20170718163510058_01-00073.raw	18/07/2017	16:35:09.799	3D	2.8347653749	W	55.8905875098	N	169.149	12	0.000	0.013	306.864	0.000	
1500395711058655	18/07/2017	16:35:11.058	20170718163511058_01-00074.raw	18/07/2017	16:35:11.000	3D	2.8347661967	W	55.8905872609	N	169.059	12	0.000	0.008	356.578	0.000	
1500395712058664	18/07/2017	16:35:12.058	20170718163512058_01-00075.raw	18/07/2017	16:35:11.799	3D	2.8347667309	W	55.8905874173	N	168.962	12	0.000	0.011	354.830	0.000	
1500395713058674	18/07/2017	16:35:13.058	20170718163513058_01-00076.raw	18/07/2017	16:35:13.000	3D	2.8347673773	W	55.8905877790	N	169.007	12	0.000	0.021	275.144	0.000	
1500395714059244	18/07/2017	16:35:14.059	20170718163514059_01-00077.raw	18/07/2017	16:35:13.799	3D	2.8347672730	W	55.8905880507	N	168.927	12	0.000	0.020	210.096	0.000	
1500395715058693	18/07/2017	16:35:15.058	20170718163515058_01-00078.raw	18/07/2017	16:35:15.000	3D	2.8347674406	W	55.8905883228	N	168.954	12	0.000	0.019	178.546	0.000	
1500395716059018	18/07/2017	16:35:16.059	20170718163516059_01-00079.raw	18/07/2017	16:35:15.799	3D	2.8347675844	W	55.8905886742	N	169.049	12	0.000	0.017	213.603	0.000	
1500395717058714	18/07/2017	16:35:17.058	20170718163517058_01-00080.raw	18/07/2017	16:35:17.000	3D	2.8347684868	W	55.8905883841	N	169.131	12	0.000	0.008	356.578	0.000	
