Trigger timestamp	Date	Time	Filename	GPS Timestamp date	GPS Timestamp time	FIX	Longitude	E/W	Latitude	N/S	Altitude	Satellites locked	Compass variation	Speed over ground [m/s]	Track course	Compass heading 	
1500398577731124	18/07/2017	17:22:57.731	20170718172257731_00-00031.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.852	10	0.000	0.017	356.578	0.000	
1500398578731139	18/07/2017	17:22:58.731	20170718172258731_00-00032.raw	18/07/2017	17:22:58.799	3D	2.8347320753	W	55.8905909002	N	170.825	10	0.000	0.028	177.959	0.000	
1500398579731148	18/07/2017	17:22:59.731	20170718172259731_00-00033.raw	18/07/2017	17:22:59.799	3D	2.8347316517	W	55.8905914815	N	170.794	10	0.000	0.000	0.000	0.000	
1500398580731153	18/07/2017	17:23:00.731	20170718172300731_00-00034.raw	18/07/2017	17:23:00.799	3D	2.8347310686	W	55.8905921169	N	170.770	10	0.000	0.024	232.969	0.000	
1500398581731162	18/07/2017	17:23:01.731	20170718172301731_00-00035.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.751	10	0.000	0.032	339.079	0.000	
1500398582731172	18/07/2017	17:23:02.731	20170718172302731_00-00036.raw	18/07/2017	17:23:02.799	3D	2.8347295356	W	55.8905932011	N	170.797	10	0.000	0.008	356.578	0.000	
1500398583731184	18/07/2017	17:23:03.731	20170718172303731_00-00037.raw	18/07/2017	17:23:03.799	3D	2.8347289366	W	55.8905940404	N	170.842	10	0.000	0.008	356.578	0.000	
1500398584731191	18/07/2017	17:23:04.731	20170718172304731_00-00038.raw	18/07/2017	17:23:04.799	3D	2.8347283376	W	55.8905951316	N	170.929	10	0.000	0.000	0.000	0.000	
1500398585731204	18/07/2017	17:23:05.731	20170718172305731_00-00039.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.960	10	0.000	0.022	177.443	0.000	
1500398586731210	18/07/2017	17:23:06.731	20170718172306731_00-00040.raw	18/07/2017	17:23:06.799	3D	2.8347267399	W	55.8905972618	N	170.913	10	0.000	0.072	13.288	0.000	
1500398587731219	18/07/2017	17:23:07.731	20170718172307731_00-00041.raw	18/07/2017	17:23:07.799	3D	2.8347260287	W	55.8905981476	N	170.859	10	0.000	0.017	142.106	0.000	
1500398588731229	18/07/2017	17:23:08.731	20170718172308731_00-00042.raw	18/07/2017	17:23:08.799	3D	2.8347251105	W	55.8905988935	N	170.887	10	0.000	0.021	102.127	0.000	
1500398589731241	18/07/2017	17:23:09.731	20170718172309731_00-00043.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.894	10	0.000	0.024	335.604	0.000	
1500398590731247	18/07/2017	17:23:10.731	20170718172310731_00-00044.raw	18/07/2017	17:23:10.799	3D	2.8347251010	W	55.8906012653	N	170.937	10	0.000	0.033	16.970	0.000	
1500398591731264	18/07/2017	17:23:11.731	20170718172311731_00-00045.raw	18/07/2017	17:23:08.799	3D	2.8347246933	W	55.8906022973	N	170.944	10	0.000	0.010	252.072	0.000	
1500398592731266	18/07/2017	17:23:12.731	20170718172312731_00-00046.raw	18/07/2017	17:23:09.799	3D	2.8347237593	W	55.8906027940	N	170.967	10	0.000	0.011	297.495	0.000	
1500398593731279	18/07/2017	17:23:13.731	20170718172313731_00-00047.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.819	10	0.000	0.054	346.563	0.000	
1500398594731285	18/07/2017	17:23:14.731	20170718172314731_00-00048.raw	18/07/2017	17:23:11.799	3D	2.8347227921	W	55.8906037272	N	170.776	10	0.000	0.028	357.959	0.000	
1500398595731292	18/07/2017	17:23:15.731	20170718172315731_00-00049.raw	18/07/2017	17:23:12.799	3D	2.8347224886	W	55.8906036313	N	170.723	10	0.000	0.026	126.864	0.000	
1500398596731307	18/07/2017	17:23:16.731	20170718172316731_00-00050.raw	18/07/2017	17:23:13.799	3D	2.8347219213	W	55.8906043144	N	170.671	10	0.000	0.027	154.819	0.000	
1500398597731314	18/07/2017	17:23:17.731	20170718172317731_00-00051.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.437	10	0.000	0.026	306.864	0.000	
1500398598731324	18/07/2017	17:23:18.731	20170718172318731_00-00052.raw	18/07/2017	17:23:15.799	3D	2.8347213998	W	55.8906056732	N	170.267	10	0.000	0.006	180.000	0.000	
1500398599731336	18/07/2017	17:23:19.731	20170718172319731_00-00053.raw	18/07/2017	17:23:16.799	3D	2.8347208245	W	55.8906058288	N	170.146	10	0.000	0.011	117.495	0.000	
1500398600731343	18/07/2017	17:23:20.731	20170718172320731_00-00054.raw	18/07/2017	17:23:17.799	3D	2.8347204010	W	55.8906061583	N	170.073	10	0.000	0.031	72.136	0.000	
1500398601731353	18/07/2017	17:23:21.731	20170718172321731_00-00055.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	170.001	10	0.000	0.052	252.148	0.000	
1500398602731362	18/07/2017	17:23:22.731	20170718172322731_00-00056.raw	18/07/2017	17:23:19.799	3D	2.8347200328	W	55.8906071083	N	169.978	10	0.000	0.041	79.720	0.000	
1500398603731375	18/07/2017	17:23:23.731	20170718172323731_00-00057.raw	18/07/2017	17:23:20.799	3D	2.8347204469	W	55.8906080426	N	169.919	10	0.000	0.022	357.443	0.000	
1500398604731383	18/07/2017	17:23:24.731	20170718172324731_00-00058.raw	18/07/2017	17:23:21.799	3D	2.8347211881	W	55.8906088927	N	169.831	10	0.000	0.013	47.565	0.000	
1500398605731392	18/07/2017	17:23:25.731	20170718172325731_00-00059.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.771	10	0.000	0.052	103.201	0.000	
1500398606731400	18/07/2017	17:23:26.731	20170718172326731_00-00060.raw	18/07/2017	17:23:23.799	3D	2.8347229503	W	55.8906103149	N	169.699	10	0.000	0.010	87.652	0.000	
1500398607731409	18/07/2017	17:23:27.731	20170718172327731_00-00061.raw	18/07/2017	17:23:24.799	3D	2.8347236441	W	55.8906108704	N	169.670	10	0.000	0.013	227.565	0.000	
1500398608731418	18/07/2017	17:23:28.731	20170718172328731_00-00062.raw	18/07/2017	17:23:25.799	3D	2.8347245055	W	55.8906115469	N	169.643	10	0.000	0.011	297.495	0.000	
1500398609731431	18/07/2017	17:23:29.731	20170718172329731_00-00063.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.579	10	0.000	0.017	322.106	0.000	
1500398610731437	18/07/2017	17:23:30.731	20170718172330731_00-00064.raw	18/07/2017	17:23:27.799	3D	2.8347250634	W	55.8906122282	N	169.579	10	0.000	0.006	0.000	0.000	
1500398611731443	18/07/2017	17:23:31.731	20170718172331731_00-00065.raw	18/07/2017	17:23:28.799	3D	2.8347255976	W	55.8906127874	N	169.549	10	0.000	0.020	145.763	0.000	
1500398612731457	18/07/2017	17:23:32.731	20170718172332731_00-00066.raw	18/07/2017	17:23:29.799	3D	2.8347252862	W	55.8906130202	N	169.568	10	0.000	0.039	177.073	0.000	
1500398613734092	18/07/2017	17:23:33.734	20170718172333734_00-00067.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.529	10	0.000	0.011	297.495	0.000	
1500398614731475	18/07/2017	17:23:34.731	20170718172334731_00-00068.raw	18/07/2017	17:23:31.799	3D	2.8347253416	W	55.8906139430	N	169.595	10	0.000	0.003	169.475	0.000	
1500398615731485	18/07/2017	17:23:35.731	20170718172335731_00-00069.raw	18/07/2017	17:23:32.799	3D	2.8347258600	W	55.8906147566	N	169.642	10	0.000	0.014	357.959	0.000	
1500398616731495	18/07/2017	17:23:36.731	20170718172336731_00-00070.raw	18/07/2017	17:23:33.799	3D	2.8347263388	W	55.8906149974	N	169.685	10	0.000	0.040	162.640	0.000	
1500398617731504	18/07/2017	17:23:37.731	20170718172337731_00-00071.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.755	10	0.000	0.053	31.581	0.000	
1500398618731515	18/07/2017	17:23:38.731	20170718172338731_00-00072.raw	18/07/2017	17:23:35.799	3D	2.8347278560	W	55.8906144697	N	169.785	10	0.000	0.010	267.652	0.000	
1500398619731527	18/07/2017	17:23:39.731	20170718172339731_00-00073.raw	18/07/2017	17:23:36.799	3D	2.8347282717	W	55.8906140156	N	169.855	10	0.000	0.010	87.652	0.000	
1500398620731532	18/07/2017	17:23:40.731	20170718172340731_00-00074.raw	18/07/2017	17:23:37.799	3D	2.8347285198	W	55.8906134405	N	169.923	10	0.000	0.000	0.000	0.000	
1500398621731541	18/07/2017	17:23:41.731	20170718172341731_00-00075.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.991	10	0.000	0.003	169.475	0.000	
1500398622731552	18/07/2017	17:23:42.731	20170718172342731_00-00076.raw	18/07/2017	17:23:39.799	3D	2.8347295502	W	55.8906120942	N	169.903	10	0.000	0.010	267.652	0.000	
1500398623731561	18/07/2017	17:23:43.731	20170718172343731_00-00077.raw	18/07/2017	17:23:40.799	3D	2.8347300211	W	55.8906113038	N	169.794	10	0.000	0.000	0.000	0.000	
1500398624731571	18/07/2017	17:23:44.731	20170718172344731_00-00078.raw	18/07/2017	17:23:41.799	3D	2.8347303720	W	55.8906108380	N	169.648	10	0.000	0.011	180.000	0.000	
1500398625731581	18/07/2017	17:23:45.731	20170718172345731_00-00079.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.585	10	0.000	0.013	306.864	0.000	
1500398626731587	18/07/2017	17:23:46.731	20170718172346731_00-00080.raw	18/07/2017	17:23:43.799	3D	2.8347311148	W	55.8906095946	N	169.573	10	0.000	0.010	267.652	0.000	
1500398627731600	18/07/2017	17:23:47.731	20170718172347731_00-00081.raw	18/07/2017	17:23:44.799	3D	2.8347317059	W	55.8906090839	N	169.599	10	0.000	0.010	267.652	0.000	
1500398628731610	18/07/2017	17:23:48.731	20170718172348731_00-00082.raw	18/07/2017	17:23:45.799	3D	2.8347321531	W	55.8906085744	N	169.589	10	0.000	0.022	177.443	0.000	
1500398629731618	18/07/2017	17:23:49.731	20170718172349731_00-00083.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.543	10	0.000	0.000	0.000	0.000	
1500398630731628	18/07/2017	17:23:50.731	20170718172350731_00-00084.raw	18/07/2017	17:23:47.799	3D	2.8347337493	W	55.8906081850	N	169.534	10	0.000	0.000	0.000	0.000	
1500398631731637	18/07/2017	17:23:51.731	20170718172351731_00-00085.raw	18/07/2017	17:23:48.799	3D	2.8347344036	W	55.8906079663	N	169.466	10	0.000	0.013	126.864	0.000	
1500398632731645	18/07/2017	17:23:52.731	20170718172352731_00-00086.raw	18/07/2017	17:23:49.799	3D	2.8347349220	W	55.8906078734	N	169.364	10	0.000	0.014	177.959	0.000	
1500398633731656	18/07/2017	17:23:53.731	20170718172353731_00-00087.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.249	10	0.000	0.011	117.495	0.000	
1500398634731667	18/07/2017	17:23:54.731	20170718172354731_00-00088.raw	18/07/2017	17:23:51.799	3D	2.8347367332	W	55.8906073959	N	169.171	10	0.000	0.012	238.933	0.000	
1500398635731674	18/07/2017	17:23:55.731	20170718172355731_00-00089.raw	18/07/2017	17:23:52.799	3D	2.8347372279	W	55.8906070298	N	169.078	10	0.000	0.022	205.509	0.000	
1500398636731684	18/07/2017	17:23:56.731	20170718172356731_00-00090.raw	18/07/2017	17:23:53.799	3D	2.8347379059	W	55.8906068828	N	168.968	10	0.000	0.017	356.578	0.000	
1500398637731722	18/07/2017	17:23:57.731	20170718172357731_00-00091.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.927	10	0.000	0.026	306.864	0.000	
1500398638731703	18/07/2017	17:23:58.731	20170718172358731_00-00092.raw	18/07/2017	17:23:55.799	3D	2.8347388952	W	55.8906068052	N	168.889	10	0.000	0.000	0.000	0.000	
1500398639731711	18/07/2017	17:23:59.731	20170718172359731_00-00093.raw	18/07/2017	17:23:56.799	3D	2.8347396855	W	55.8906065111	N	168.863	10	0.000	0.014	357.959	0.000	
1500398640731720	18/07/2017	17:24:00.731	20170718172400731_00-00094.raw	18/07/2017	17:23:57.799	3D	2.8347403319	W	55.8906062685	N	168.809	10	0.000	0.008	176.578	0.000	
1500398641731732	18/07/2017	17:24:01.731	20170718172401731_00-00095.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.754	10	0.000	0.022	290.000	0.000	
1500398642731740	18/07/2017	17:24:02.731	20170718172402731_00-00096.raw	18/07/2017	17:23:59.799	3D	2.8347412817	W	55.8906056685	N	168.733	10	0.000	0.011	282.127	0.000	
1500398643731749	18/07/2017	17:24:03.731	20170718172403731_00-00097.raw	18/07/2017	17:24:00.799	3D	2.8347415851	W	55.8906053111	N	168.712	10	0.000	0.024	333.207	0.000	
1500398644731759	18/07/2017	17:24:04.731	20170718172404731_00-00098.raw	18/07/2017	17:24:01.799	3D	2.8347422078	W	55.8906048457	N	168.675	10	0.000	0.006	180.000	0.000	
1500398645731764	18/07/2017	17:24:05.731	20170718172405731_00-00099.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.614	10	0.000	0.013	306.864	0.000	
1500398646731777	18/07/2017	17:24:06.731	20170718172406731_00-00100.raw	18/07/2017	17:24:03.799	3D	2.8347418490	W	55.8906038773	N	168.603	10	0.000	0.024	201.749	0.000	
1500398647731786	18/07/2017	17:24:07.731	20170718172407731_00-00101.raw	18/07/2017	17:24:04.799	3D	2.8347413386	W	55.8906032891	N	168.575	10	0.000	0.022	177.443	0.000	
1500398648731797	18/07/2017	17:24:08.731	20170718172408731_00-00102.raw	18/07/2017	17:24:05.799	3D	2.8347408439	W	55.8906030005	N	168.560	10	0.000	0.000	0.000	0.000	
1500398649731805	18/07/2017	17:24:09.731	20170718172409731_00-00103.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.581	10	0.000	0.013	227.565	0.000	
1500398650731816	18/07/2017	17:24:10.731	20170718172410731_00-00104.raw	18/07/2017	17:24:07.799	3D	2.8347393757	W	55.8906023840	N	168.522	10	0.000	0.014	177.959	0.000	
1500398651731829	18/07/2017	17:24:11.731	20170718172411731_00-00105.raw	18/07/2017	17:24:08.799	3D	2.8347386013	W	55.8906022223	N	168.438	10	0.000	0.000	0.000	0.000	
1500398652731835	18/07/2017	17:24:12.731	20170718172412731_00-00106.raw	18/07/2017	17:24:09.799	3D	2.8347381382	W	55.8906022307	N	168.401	10	0.000	0.000	0.000	0.000	
1500398653731842	18/07/2017	17:24:13.731	20170718172413731_00-00107.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.411	10	0.000	0.014	357.959	0.000	
1500398654731854	18/07/2017	17:24:14.731	20170718172414731_00-00108.raw	18/07/2017	17:24:11.799	3D	2.8347370525	W	55.8906027550	N	168.410	10	0.000	0.006	0.000	0.000	
1500398655731866	18/07/2017	17:24:15.731	20170718172415731_00-00109.raw	18/07/2017	17:24:12.799	3D	2.8347367806	W	55.8906032080	N	168.375	10	0.000	0.024	21.749	0.000	
1500398656731872	18/07/2017	17:24:16.731	20170718172416731_00-00110.raw	18/07/2017	17:24:13.799	3D	2.8347364930	W	55.8906034117	N	168.336	10	0.000	0.014	357.959	0.000	
1500398657731881	18/07/2017	17:24:17.731	20170718172417731_00-00111.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	168.285	10	0.000	0.000	0.000	0.000	
1500398658731892	18/07/2017	17:24:18.731	20170718172418731_00-00112.raw	18/07/2017	17:24:15.799	3D	2.8347359573	W	55.8906042408	N	168.237	10	0.000	0.006	0.000	0.000	
1500398659731901	18/07/2017	17:24:19.731	20170718172419731_00-00113.raw	18/07/2017	17:24:16.799	3D	2.8347360363	W	55.8906047317	N	168.140	10	0.000	0.000	0.000	0.000	
1500398660731909	18/07/2017	17:24:20.731	20170718172420731_00-00114.raw	18/07/2017	17:24:17.799	3D	2.8347359794	W	55.8906052980	N	168.000	10	0.000	0.014	177.959	0.000	
1500398661731921	18/07/2017	17:24:21.731	20170718172421731_00-00115.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	167.930	10	0.000	0.010	267.652	0.000	
1500398662731929	18/07/2017	17:24:22.731	20170718172422731_00-00116.raw	18/07/2017	17:24:19.799	3D	2.8347354595	W	55.8906061749	N	167.874	10	0.000	0.008	176.578	0.000	
1500398663731941	18/07/2017	17:24:23.731	20170718172423731_00-00117.raw	18/07/2017	17:24:20.799	3D	2.8347352114	W	55.8906069011	N	167.831	10	0.000	0.006	180.000	0.000	
1500398664731947	18/07/2017	17:24:24.731	20170718172424731_00-00118.raw	18/07/2017	17:24:21.799	3D	2.8347350913	W	55.8906076790	N	167.869	10	0.000	0.000	0.000	0.000	
1500398665731956	18/07/2017	17:24:25.731	20170718172425731_00-00119.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	167.893	10	0.000	0.010	87.652	0.000	
1500398666731966	18/07/2017	17:24:26.731	20170718172426731_00-00120.raw	18/07/2017	17:24:23.799	3D	2.8347351782	W	55.8906093522	N	167.948	10	0.000	0.014	177.959	0.000	
1500398667731979	18/07/2017	17:24:27.731	20170718172427731_00-00121.raw	18/07/2017	17:24:24.799	3D	2.8347355607	W	55.8906102412	N	167.954	10	0.000	0.031	257.148	0.000	
1500398668731986	18/07/2017	17:24:28.731	20170718172428731_00-00122.raw	18/07/2017	17:24:25.799	3D	2.8347360870	W	55.8906108773	N	167.954	10	0.000	0.006	0.000	0.000	
1500398669731994	18/07/2017	17:24:29.731	20170718172429731_00-00123.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	167.921	10	0.000	0.022	357.443	0.000	
1500398670732002	18/07/2017	17:24:30.732	20170718172430732_00-00124.raw	18/07/2017	17:24:27.799	3D	2.8347366844	W	55.8906115774	N	167.805	10	0.000	0.022	357.443	0.000	
1500398671732012	18/07/2017	17:24:31.732	20170718172431732_00-00125.raw	18/07/2017	17:24:28.799	3D	2.8347369073	W	55.8906121175	N	167.752	10	0.000	0.008	356.578	0.000	
1500398672732021	18/07/2017	17:24:32.732	20170718172432732_00-00126.raw	18/07/2017	17:24:29.799	3D	2.8347369310	W	55.8906122899	N	167.727	10	0.000	0.030	267.652	0.000	
1500398673732035	18/07/2017	17:24:33.732	20170718172433732_00-00127.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	167.723	10	0.000	0.014	177.959	0.000	
1500398674732041	18/07/2017	17:24:34.732	20170718172434732_00-00128.raw	18/07/2017	17:24:31.799	3D	2.8347347042	W	55.8906130704	N	167.825	10	0.000	0.309	59.155	0.000	
1500398675732050	18/07/2017	17:24:35.732	20170718172435732_00-00129.raw	18/07/2017	17:24:32.799	3D	2.8347292627	W	55.8906154863	N	168.585	10	0.000	0.442	35.430	0.000	
1500398676732063	18/07/2017	17:24:36.732	20170718172436732_00-00130.raw	18/07/2017	17:24:33.799	3D	2.8347270849	W	55.8906169357	N	169.043	10	0.000	0.128	50.232	0.000	
1500398677732067	18/07/2017	17:24:37.732	20170718172437732_00-00131.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	169.497	10	0.000	0.135	176.274	0.000	
1500398678732078	18/07/2017	17:24:38.732	20170718172438732_00-00132.raw	18/07/2017	17:24:35.799	3D	2.8347296007	W	55.8906177710	N	171.444	10	0.000	0.411	306.841	0.000	
1500398679732090	18/07/2017	17:24:39.732	20170718172439732_00-00133.raw	18/07/2017	17:24:36.799	3D	2.8347301187	W	55.8906158341	N	174.646	10	0.000	0.184	196.476	0.000	
1500398680732095	18/07/2017	17:24:40.732	20170718172440732_00-00134.raw	18/07/2017	17:24:37.799	3D	2.8347313859	W	55.8906154762	N	177.861	10	0.000	0.084	302.265	0.000	
1500398681732110	18/07/2017	17:24:41.732	20170718172441732_00-00135.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	181.159	10	0.000	0.057	74.979	0.000	
1500398682732115	18/07/2017	17:24:42.732	20170718172442732_00-00136.raw	18/07/2017	17:24:39.799	3D	2.8347303849	W	55.8906146690	N	184.311	10	0.000	0.111	285.620	0.000	
1500398683732125	18/07/2017	17:24:43.732	20170718172443732_00-00137.raw	18/07/2017	17:24:40.799	3D	2.8347336086	W	55.8906122931	N	187.474	10	0.000	0.296	227.597	0.000	
1500398684732134	18/07/2017	17:24:44.732	20170718172444732_00-00138.raw	18/07/2017	17:24:41.799	3D	2.8347350828	W	55.8906122764	N	190.639	10	0.000	0.180	349.393	0.000	
1500398685732145	18/07/2017	17:24:45.732	20170718172445732_00-00139.raw	18/07/2017	17:22:22.200	3D	2.8347393333	W	55.8905953333	N	193.820	10	0.000	0.413	25.704	0.000	
1500398686732152	18/07/2017	17:24:46.732	20170718172446732_00-00140.raw	18/07/2017	17:24:43.799	3D	2.8347304943	W	55.8906162051	N	196.937	10	0.000	0.238	77.978	0.000	
1500398687732163	18/07/2017	17:24:47.732	20170718172447732_00-00141.raw	18/07/2017	17:24:44.799	3D	2.8347292407	W	55.8906136061	N	200.056	10	0.000	0.269	183.175	0.000	
1500398688732172	18/07/2017	17:24:48.732	20170718172448732_00-00142.raw	18/07/2017	17:24:45.799	3D	2.8347306295	W	55.8906098229	N	203.156	10	0.000	0.413	194.138	0.000	
